names,scores,logfoldchanges,pvals,pvals_adj
AMBP,14.335631,831.06573,1.310486885404255e-46,7.71483629437485e-42
ALB,14.126964,inf,2.5907726994441097e-45,6.509672388371021e-41
RBP4,14.096312,724.71796,4.001441583774509e-45,6.509672388371021e-41
CYB5A,14.089238,248.19783,4.423082988531354e-45,6.509672388371021e-41
VTN,14.07234,686.64197,5.617910130994467e-45,6.614527388232885e-41
FGG,14.05112,inf,7.58256082064197e-45,6.629499731865532e-41
ORM1,14.048368,inf,7.882877207925722e-45,6.629499731865532e-41
SERPINA1,14.022825,inf,1.130233051713924e-44,7.133694334007622e-41
GC,14.014573,535.1246,1.2695910871519377e-44,7.133694334007622e-41
MGST1,14.014573,75.79266,1.2695910871519377e-44,7.133694334007622e-41
FGA,14.003963,inf,1.4741574477419372e-44,7.133694334007622e-41
ASS1,14.002784,206.32437,1.49882095870913e-44,7.133694334007622e-41
CLU,13.999248,240.42618,1.575301959267863e-44,7.133694334007622e-41
HPD,13.962701,279.62683,2.632646424227301e-44,1.1070278213875802e-40
APOH,13.948554,569.9759,3.2104896883387795e-44,1.2600101863500262e-40
APOC3,13.942659,760.17303,3.487012981276658e-44,1.2830028387984805e-40
APOA1,13.937158,inf,3.7664321648198924e-44,1.3042933031938064e-40
AZGP1,13.92419,247.37944,4.516349001611509e-44,1.4148318471418127e-40
FGB,13.923404,inf,4.566299489671215e-44,1.4148318471418127e-40
RARRES2,13.897468,59.255566,6.562242312338087e-44,1.931596024636716e-40
SAA1,13.887643,inf,7.527154902598072e-44,2.1101124243616593e-40
APOA2,13.865637,167.9324,1.0231411562815147e-43,2.737832721376944e-40
TTR,13.831841,241.14873,1.6377441071778588e-43,4.039258432456676e-40
APCS,13.831449,366.53836,1.6467165343801635e-43,4.039258432456676e-40
HPX,13.821624,480.84335,1.8876313365312928e-43,4.444994271263888e-40
PEBP1,13.8184805,229.25943,1.9718952318979395e-43,4.464825857762758e-40
HP,13.812586,inf,2.1401036668347682e-43,4.666218624687512e-40
ORM2,13.8098345,396.4138,2.223412934896726e-43,4.674725695620367e-40
SOD1,13.805905,148.49536,2.348052298722772e-43,4.766546166407228e-40
FABP1,13.791365,132.62808,2.872724699348585e-43,5.637243435021706e-40
TST,13.781934,12.139412,3.2738431129297406e-43,6.1335865315393525e-40
FGL1,13.779575,844.2775,3.382539074245076e-43,6.1335865315393525e-40
SAA2,13.778397,inf,3.4382258457754145e-43,6.1335865315393525e-40
ALDOB,13.760714,295.571,4.391733884088995e-43,7.604158051656445e-40
AGXT,13.754032,182.68935,4.816806952305278e-43,8.10186929377748e-40
DCXR,13.721808,42.34092,7.51664376138571e-43,1.2291800506466022e-39
HSD17B6,13.689978,130.35713,1.1654438261513963e-42,1.8543156228522354e-39
C3,13.646751,528.0032,2.1108134610824486e-42,3.2700944329979934e-39
APOE,13.63339,487.26965,2.5352404689090704e-42,3.826912984735307e-39
CYP2E1,13.62553,455.5664,2.8235052788051435e-42,4.15549389408147e-39
SERPING1,13.620815,398.35864,3.011878591983757e-42,4.324616895367896e-39
GAMT,13.604703,151.55438,3.7549016897508085e-42,5.26312053513405e-39
CYP2C8,13.592521,63.347496,4.435359812073159e-42,6.072317026435974e-39
NNMT,13.565799,366.61417,6.387990730838451e-42,8.546841234646808e-39
CFHR2,13.547722,70.98782,8.172713130908122e-42,1.0691724933701359e-38
ANG,13.543793,242.38994,8.622017001989321e-42,1.103430741102416e-38
AGT,13.511962,419.91858,1.3293159859570083e-41,1.6650389807082783e-38
TF,13.498208,744.34595,1.6022701184988647e-41,1.9651175390839202e-38
APOC1,13.49585,193.17937,1.654366288903356e-41,1.9876029270967462e-38
ACAA2,13.492313,175.67896,1.7356856648930495e-41,2.0435963018450765e-38
SCP2,13.461268,86.57033,2.6433998308078366e-41,3.051312706659948e-38
APOB,13.436904,189.29489,3.674934766727788e-41,4.1604501868704786e-38
ECHS1,13.431795,126.141945,3.937487431059368e-41,4.3735827371031134e-38
RIDA,13.418434,147.14421,4.715717403897798e-41,5.141005251249322e-38
KRT18,13.4035015,147.42125,5.76766777694702e-41,6.173501855070383e-38
ANGPTL3,13.384639,22.2754,7.435819318826546e-41,7.816905058916406e-38
AHSG,13.381102,117.616356,7.798271110850303e-41,8.054109127995743e-38
CP,13.368919,82.11772,9.18653896513949e-41,9.324337049616584e-38
CPB2,13.363025,118.49264,9.943930172999596e-41,9.922019818381121e-38
STARD10,13.345735,105.52382,1.2542848478703613e-40,1.2306624832354694e-37
MAT1A,13.328836,28.563023,1.5733224638768458e-40,1.518385138498851e-37
ALDH1A1,13.319013,109.44427,1.794662915573831e-40,1.7040613845134102e-37
C1S,13.31744,260.91776,1.8328437517092789e-40,1.7126906613194484e-37
APOA5,13.313904,23.457684,1.921729642228376e-40,1.767691000593508e-37
TMEM176B,13.308402,14.93203,2.068590002663735e-40,1.8735060531817551e-37
PLG,13.25928,72.85366,3.987031994685497e-40,3.5563117201081096e-37
UGT2B4,13.256137,30.199535,4.157695277576409e-40,3.6531868804615405e-37
SERPINA6,13.241596,10.69302,5.046446889951251e-40,4.368887182521031e-37
PTGR1,13.236881,19.465694,5.37344110119493e-40,4.584557646773123e-37
KNG1,13.216447,135.15456,7.051760962814124e-40,5.930530969726679e-37
