names,scores,logfoldchanges,pvals,pvals_adj
CD74,12.746183,2.323058,3.273859417582683e-37,1.9273210391309258e-32
LAPTM5,12.662793,17.608076,9.505558346488296e-37,2.79796109928883e-32
TMSB4X,12.532968,-413.3812,4.928357398390519e-36,7.716108204510646e-32
NPC2,12.528062,11.439105,5.242811757778594e-36,7.716108204510646e-32
AIF1,12.40216,9.9985895,2.543723963321325e-35,2.843905541114014e-31
CTSS,12.391696,21.328007,2.898493841801271e-35,2.843905541114014e-31
MS4A7,12.345259,8.460344,5.166769925859241e-35,4.345253507647622e-31
CYBB,12.298168,8.251885,9.265127578395353e-35,6.817975756751681e-31
LST1,12.225244,7.1902947,2.27898138411947e-34,1.4907070453679242e-30
TYROBP,12.154281,0.02107083,5.4438981431892476e-34,3.2048228368955104e-30
CTSB,12.005487,33.17742,3.324998975479859e-33,1.7794789971499938e-29
CYBA,11.981288,8.412072,4.453507504870584e-33,2.1848165567644274e-29
PSAP,11.862907,16.768541,1.8445692607950437e-32,8.353060952538785e-29
SAT1,11.781153,-9.320769,4.8820734082188316e-32,2.052911868156019e-28
SAMHD1,11.756626,-2.8327968,6.529124839541058e-32,2.5624638620252136e-28
HLA-DRA,11.571534,42.87238,5.7446107023499475e-31,2.113657700295884e-27
TMSB10,11.528368,2.6617765,9.492624281660403e-31,3.2872399497726346e-27
C1orf162,11.508747,6.508632,1.1919793746039371e-30,3.898434765718543e-27
PTPRC,11.3759775,-46.837936,5.5082263292575464e-30,1.7066804421231143e-26
HLA-DPA1,11.254,23.003902,2.2132287107889308e-29,6.514638710207219e-26
CD53,11.2333975,2.220466,2.795192735725e-29,7.835856969149084e-26
YBX1,11.197753,4.6228366,4.182082910678067e-29,1.119087367961899e-25
ARPC2,11.1879425,-27.712776,4.6715006631345304e-29,1.1957010610379558e-25
HCLS1,11.15753,-7.3385844,6.579464001397134e-29,1.6138876906760387e-25
VIM,11.030319,1.4890586,2.7289425273965605e-28,6.42611386351342e-25
LCP1,11.020509,-18.05533,3.0433388213414743e-28,6.890821400475869e-25
OAZ1,10.9502,-19.148785,6.630111019042846e-28,1.4456097618187124e-24
MPEG1,10.946276,4.8904376,6.923611287615927e-28,1.4556892732212485e-24
HLA-DPB1,10.937447,15.090234,7.631943415459182e-28,1.4917467383692783e-24
COTL1,10.935811,11.016685,7.770791305368886e-28,1.4917467383692783e-24
ARPC3,10.93483,-2.7199109,7.855299624502739e-28,1.4917467383692783e-24
GRN,10.90638,4.696929,1.0745092329189383e-27,1.9657189844088057e-24
FGL2,10.90409,5.4130306,1.1018978509510887e-27,1.9657189844088057e-24
RNASET2,10.897877,2.0935152,1.1797780565605396e-27,2.0427510055799697e-24
MS4A6A,10.702974,6.6227117,9.85627735525332e-27,1.6578258511536084e-23
ARPC5,10.698723,-5.6478305,1.0319042699916046e-26,1.6874501215112713e-23
RHOA,10.688585,-29.318949,1.1511317197971381e-26,1.8315439012015547e-23
ACTR2,10.647708,-29.322659,1.7871055802453556e-26,2.768602776553791e-23
ANXA5,10.590153,-0.45895922,3.310501585204026e-26,4.9971597005374614e-23
