pmid,marker_recall,marker_precision,tissue_cell_recall,tissue_cell_precision,standard_marker_count,test_marker_count,standard_tc_count,test_tc_count
30582448,0.25,0.024390243902439025,1.0,0.045454545454545456,4,41,1,22
30760918,1.0,0.1111111111111111,0.0,0.0,1,9,1,3
30787185,0.75,0.75,0.0,0.0,4,4,1,3
30872492,1.0,0.06756756756756757,0.16666666666666666,0.014084507042253521,5,74,6,71
30893597,0.8,0.13793103448275862,1.0,0.125,5,29,1,8
30958799,0.9230769230769231,0.24,0.3333333333333333,0.03571428571428571,13,50,3,28
30988181,1.0,0.13043478260869565,0.0,0.0,3,23,3,17
31028265,0.8571428571428571,0.11214953271028037,0.0,0.0,14,107,3,34
31073041,0.0,0.0,0.0,0.0,2,6,2,5
31170999,1.0,0.40625,0.5,0.29411764705882354,26,64,10,17
31216470,0.9285714285714286,0.35135135135135137,0.0,0.0,14,37,4,19
31341279,0.7777777777777778,0.2,0.0,0.0,9,35,5,32
31422913,1.0,0.42857142857142855,0.0,0.0,9,21,3,28
31436334,0.896551724137931,0.5531914893617021,0.42857142857142855,0.2,29,47,7,15
31543471,0.9565217391304348,0.5238095238095238,1.0,0.25,23,42,3,12
31625146,0.0,0.0,0.0,0.0,28,2,11,2
31653841,0.918918918918919,0.6666666666666666,0.5,0.3125,37,51,10,16
31712411,0.8275862068965517,0.47058823529411764,0.4117647058823529,0.30434782608695654,29,51,17,23
31775049,0.0,0.0,0.0,0.0,3,31,3,18
31848347,0.8571428571428571,0.35294117647058826,0.0,0.0,7,17,7,7
31892341,0.05813953488372093,0.38461538461538464,0.0,0.0,86,13,55,4
31980621,1.0,0.0196078431372549,1.0,0.05,1,51,1,20
32023475,0.8333333333333334,0.3409090909090909,0.625,0.16666666666666666,18,44,8,30
32060101,0.5211267605633803,0.3592233009708738,0.08333333333333333,0.05714285714285714,71,103,24,35
32071204,1.0,0.1276595744680851,0.0,0.0,6,47,1,19
32114394,0.9032258064516129,0.35,0.2,0.02857142857142857,31,80,5,35
32166394,1.0,0.015873015873015872,0.0,0.0,1,63,1,31
32231223,1.0,0.21875,0.5,0.06666666666666667,7,32,2,15
32251406,1.0,0.09090909090909091,0.0,0.0,2,22,1,8
32268117,1.0,0.1794871794871795,0.16666666666666666,0.03333333333333333,7,39,6,30
32286271,0.37037037037037035,0.15873015873015872,0.6666666666666666,0.11764705882352941,27,63,3,17
32286626,1.0,1.0,0.2,0.14285714285714285,7,7,5,7
32341164,1.0,0.024193548387096774,0.0,0.0,3,124,1,61
32345613,1.0,0.4090909090909091,0.0,0.0,9,22,6,16
32351504,1.0,0.06557377049180328,0.0,0.0,4,61,1,20
32351704,0.989247311827957,0.3471698113207547,0.4117647058823529,0.208955223880597,93,265,34,67
32377375,1.0,0.14285714285714285,0.5,0.05128205128205128,8,56,4,39
32403085,1.0,0.08333333333333333,0.0,0.0,2,24,1,9
32405063,1.0,0.47058823529411764,0.2,0.0625,8,17,5,16
32439707,0.6666666666666666,0.2702702702702703,0.0,0.0,15,37,3,38
32532891,1.0,0.42105263157894735,0.4444444444444444,0.17391304347826086,16,38,9,23
32614947,0.9285714285714286,0.5909090909090909,0.0,0.0,28,44,11,33
32709844,0.0,0.0,0.0,0.0,3,60,1,25
32712105,0.3333333333333333,0.06896551724137931,0.0,0.0,6,29,2,10
32855417,1.0,0.16417910447761194,0.0,0.0,11,67,6,59
33187533,1.0,0.20408163265306123,0.0,0.0,10,49,3,49
33293583,0.8888888888888888,0.061068702290076333,0.0,0.0,9,131,1,73
33307245,1.0,0.19166666666666668,0.0,0.0,23,120,2,9
33332284,0.0,0.0,0.0,0.0,3,29,1,13
33513359,1.0,0.46153846153846156,1.0,0.3333333333333333,6,13,1,3
33545035,0.8,0.0963855421686747,0.3333333333333333,0.030303030303030304,10,83,6,66
33712461,1.0,0.07272727272727272,0.0,0.0,4,55,1,20
33730555,1.0,0.3103448275862069,0.6,0.21428571428571427,18,58,5,14
33836603,1.0,0.1,0.0,0.0,3,30,1,11
33882290,1.0,0.3829787234042553,0.25,0.03225806451612903,18,47,4,31
33947861,0.0,0.0,0.0,0.0,1,31,1,17
33958447,0.25,0.16666666666666666,0.1,0.041666666666666664,16,24,10,24
33972733,1.0,0.15789473684210525,0.0,0.0,9,57,4,14
33984282,0.875,0.125,0.0,0.0,8,56,3,39
34163487,0.0,0.0,0.0,0.0,2,3,1,2
34171432,0.8888888888888888,0.08333333333333333,0.0,0.0,9,96,4,38
34183838,0.7,0.3333333333333333,0.2857142857142857,0.11764705882352941,10,21,7,17
34192657,1.0,0.323943661971831,0.0,0.0,23,71,11,33
34224783,1.0,0.25,0.0,0.0,1,4,1,9
34225455,0.75,0.6,0.0,0.0,4,5,1,5
34262563,0.0,0.0,0.0,0.0,16,0,2,0
34273276,0.8888888888888888,0.17391304347826086,0.0,0.0,9,46,4,18
34280556,0.0,0.0,0.0,0.0,7,0,5,0
34282123,1.0,0.30434782608695654,0.2,0.058823529411764705,14,46,5,17
34284135,1.0,0.10810810810810811,0.0,0.0,4,37,1,19
34322127,1.0,0.09090909090909091,0.0,0.0,5,55,1,26
34324441,0.275,0.2619047619047619,0.0,0.0,40,42,9,15
34326311,1.0,0.04878048780487805,0.0,0.0,2,41,1,27
